rank,document,verdict
1,dok274.txt,WA
2,dok213.txt,WA
3,dok205.txt,WA
4,dok399.txt,WA
5,dok257.txt,WA
6,dok145.txt,WA
7,dok142.txt,AC
8,dok71.txt,AC
9,dok281.txt,WA
10,dok210.txt,WA
11,dok209.txt,WA
12,dok228.txt,WA
13,dok377.txt,WA
14,dok140.txt,WA
15,dok69.txt,WA
16,dok400.txt,WA
17,dok144.txt,WA
18,dok253.txt,WA
19,dok394.txt,AC
20,dok249.txt,WA
21,dok272.txt,WA
22,dok227.txt,WA
23,dok262.txt,WA
24,dok278.txt,WA
25,dok343.txt,AC
26,dok222.txt,WA
27,dok401.txt,WA
28,dok283.txt,WA
29,dok369.txt,WA
30,dok364.txt,WA
31,dok276.txt,WA
32,dok368.txt,WA
33,dok296.txt,WA
34,dok156.txt,WA
35,dok375.txt,WA
36,dok198.txt,WA
37,dok363.txt,WA
38,dok146.txt,WA
39,dok308.txt,WA
40,dok295.txt,WA
41,dok267.txt,WA
42,dok148.txt,WA
43,dok285.txt,WA
44,dok374.txt,WA
45,dok104.txt,WA
46,dok33.txt,WA
47,dok11.txt,WA
48,dok82.txt,WA
49,dok256.txt,WA
50,dok366.txt,WA
