rank,document,verdict
1,dok253.txt,WA
2,dok394.txt,WA
3,dok248.txt,WA
4,dok172.txt,WA
5,dok312.txt,WA
6,dok245.txt,WA
7,dok227.txt,WA
8,dok275.txt,WA
9,dok338.txt,WA
10,dok401.txt,WA
11,dok376.txt,WA
12,dok148.txt,WA
13,dok285.txt,WA
14,dok249.txt,WA
15,dok200.txt,WA
16,dok228.txt,WA
17,dok298.txt,WA
18,dok190.txt,AC
19,dok123.txt,WA
20,dok52.txt,WA
21,dok187.txt,WA
22,dok149.txt,AC
23,dok194.txt,WA
24,dok351.txt,WA
25,dok150.txt,WA
26,dok353.txt,WA
27,dok301.txt,WA
28,dok169.txt,WA
29,dok205.txt,WA
30,dok374.txt,WA
31,dok231.txt,WA
32,dok360.txt,WA
33,dok234.txt,WA
34,dok379.txt,WA
35,dok347.txt,AC
36,dok340.txt,WA
37,dok310.txt,WA
38,dok375.txt,WA
39,dok151.txt,WA
40,dok337.txt,WA
41,dok181.txt,WA
42,dok103.txt,WA
43,dok32.txt,WA
44,dok219.txt,WA
45,dok358.txt,WA
46,dok216.txt,AC
47,dok239.txt,WA
48,dok314.txt,WA
49,dok336.txt,AC
50,dok293.txt,AC
