rank,document,verdict
1,dok365.txt,WA
2,dok110.txt,WA
3,dok39.txt,WA
4,dok195.txt,WA
5,dok126.txt,AC
6,dok55.txt,AC
7,dok212.txt,WA
8,dok149.txt,WA
9,dok359.txt,WA
10,dok248.txt,WA
11,dok402.txt,WA
12,dok187.txt,WA
13,dok192.txt,WA
14,dok247.txt,WA
15,dok197.txt,WA
16,dok6.txt,AC
17,dok77.txt,AC
18,dok145.txt,WA
19,dok148.txt,WA
20,dok218.txt,WA
21,dok362.txt,WA
22,dok276.txt,WA
23,dok285.txt,WA
24,dok225.txt,WA
25,dok222.txt,WA
26,dok335.txt,WA
27,dok253.txt,WA
28,dok347.txt,WA
29,dok208.txt,WA
30,dok215.txt,WA
31,dok256.txt,WA
32,dok366.txt,WA
33,dok249.txt,WA
34,dok161.txt,WA
35,dok338.txt,WA
36,dok236.txt,WA
37,dok228.txt,WA
38,dok367.txt,WA
39,dok127.txt,WA
40,dok56.txt,WA
41,dok183.txt,WA
42,dok369.txt,WA
43,dok109.txt,WA
44,dok38.txt,WA
45,dok205.txt,WA
46,dok227.txt,WA
47,dok350.txt,WA
48,dok234.txt,WA
49,dok243.txt,WA
50,dok172.txt,WA
