rank,document,verdict,Precision,Recall
1,dok253.txt,WA,0.0,0.0
2,dok402.txt,WA,0.0,0.0
3,dok365.txt,AC,0.3333333333333333,0.3333333333333333
4,dok248.txt,AC,0.5,0.6666666666666666
5,dok373.txt,WA,0.4,0.6666666666666666
6,dok400.txt,WA,0.3333333333333333,0.6666666666666666
7,dok137.txt,WA,0.2857142857142857,0.6666666666666666
8,dok197.txt,WA,0.25,0.6666666666666666
9,dok224.txt,WA,0.2222222222222222,0.6666666666666666
10,dok16.txt,WA,0.2,0.6666666666666666
11,dok87.txt,WA,0.18181818181818182,0.6666666666666666
12,dok209.txt,WA,0.16666666666666666,0.6666666666666666
13,dok148.txt,WA,0.15384615384615385,0.6666666666666666
14,dok285.txt,WA,0.14285714285714285,0.6666666666666666
15,dok213.txt,WA,0.13333333333333333,0.6666666666666666
16,dok266.txt,WA,0.125,0.6666666666666666
17,dok115.txt,WA,0.11764705882352941,0.6666666666666666
18,dok44.txt,WA,0.1111111111111111,0.6666666666666666
19,dok198.txt,WA,0.10526315789473684,0.6666666666666666
20,dok296.txt,WA,0.1,0.6666666666666666
21,dok364.txt,WA,0.09523809523809523,0.6666666666666666
22,dok379.txt,WA,0.09090909090909091,0.6666666666666666
23,dok236.txt,WA,0.08695652173913043,0.6666666666666666
24,dok110.txt,WA,0.08333333333333333,0.6666666666666666
25,dok39.txt,WA,0.08,0.6666666666666666
26,dok18.txt,WA,0.07692307692307693,0.6666666666666666
27,dok89.txt,WA,0.07407407407407407,0.6666666666666666
28,dok192.txt,WA,0.07142857142857142,0.6666666666666666
29,dok247.txt,WA,0.06896551724137931,0.6666666666666666
30,dok204.txt,WA,0.06666666666666667,0.6666666666666666
31,dok263.txt,WA,0.06451612903225806,0.6666666666666666
32,dok234.txt,WA,0.0625,0.6666666666666666
33,dok135.txt,WA,0.06060606060606061,0.6666666666666666
34,dok64.txt,WA,0.058823529411764705,0.6666666666666666
35,dok240.txt,WA,0.05714285714285714,0.6666666666666666
36,dok23.txt,WA,0.05555555555555555,0.6666666666666666
37,dok94.txt,WA,0.05405405405405406,0.6666666666666666
38,dok243.txt,WA,0.05263157894736842,0.6666666666666666
39,dok210.txt,WA,0.05128205128205128,0.6666666666666666
40,dok252.txt,WA,0.05,0.6666666666666666
41,dok232.txt,WA,0.04878048780487805,0.6666666666666666
42,dok195.txt,WA,0.047619047619047616,0.6666666666666666
43,dok255.txt,WA,0.046511627906976744,0.6666666666666666
44,dok207.txt,WA,0.045454545454545456,0.6666666666666666
45,dok238.txt,AC,0.06666666666666667,1.0
46,dok246.txt,WA,0.06521739130434782,1.0
47,dok250.txt,WA,0.06382978723404255,1.0
48,dok254.txt,WA,0.0625,1.0
49,dok336.txt,WA,0.061224489795918366,1.0
average precision,0.11697054670052735
